iter	RMSE
563	35.26636812
564	35.2282767
565	35.19187389
566	35.16062565
567	35.12504216
568	35.08256325
569	35.07467481
570	35.04204142
571	35.01247218
572	34.97100226
573	34.92325784
574	34.88962902
575	34.8296523
576	34.79167188
577	34.75337932
578	34.72620929
579	34.68881367
580	34.65015966
581	34.61190022
582	34.5769174
583	34.55017436
584	34.51579712
585	34.47055067
586	34.43758659
587	34.40268382
588	34.36919709
589	34.33254337
590	34.30466126
591	34.27415992
592	34.23831445
593	34.21381359
594	34.18040284
595	34.15330311
596	34.10888318
597	34.0883092
598	34.055876
599	34.01693386
600	33.99833777
601	33.9594084
602	33.93048029
603	33.90137496
604	33.86505752
605	33.82048281
606	33.80227353
607	33.77381561
608	33.73972583
609	33.70077541
610	33.66715748
611	33.63759876
612	33.58255191
613	33.52434126
614	33.48753035
615	33.45370421
616	33.44211712
617	33.41512628
618	33.35353502
619	33.32424809
620	33.27442071
621	33.25356932
622	33.19261848
623	33.16940009
624	33.13662214
625	33.09180307
626	33.05953992
627	33.00921188
628	32.97000093
629	32.94710275
630	32.90556455
631	32.86820254
632	32.83475825
633	32.79260159
634	32.75381029
635	32.72033137
636	32.69428336
637	32.65242109
638	32.61756191
639	32.58888766
640	32.54417114
641	32.51413684
642	32.48121507
643	32.43964344
644	32.42931262
645	32.39966034
646	32.37095637
647	32.34555508
648	32.3136196
649	32.29196622
650	32.2604675
651	32.22557249
652	32.21446223
653	32.16275842
654	32.12127754
655	32.10018758
656	32.07679116
657	32.05140721
658	32.02395239
659	31.99046218
660	31.94439063
661	31.91184259
662	31.8816412
663	31.84329701
664	31.82240261
665	31.80017397
666	31.77271296
667	31.72512814
668	31.70839108
669	31.69769283
670	31.66741029
671	31.64612472
672	31.61176201
673	31.59327976
674	31.57133757
675	31.54528577
676	31.52065275
677	31.50803292
678	31.45747041
679	31.43242153
680	31.40698609
681	31.39152444
682	31.34709539
683	31.31007214
684	31.27476802
685	31.24503195
686	31.21103147
687	31.20472762
688	31.1908929
689	31.16343915
690	31.11068212
691	31.07096634
692	31.03279626
693	31.00657714
694	30.96096299
695	30.9082174
696	30.89806102
697	30.85930509
698	30.82898881
699	30.81000761
700	30.78708592
701	30.76622237
702	30.75616159
703	30.74013592
704	30.70273642
705	30.67025747
706	30.63495645
707	30.59331333
708	30.56575116
709	30.52854129
710	30.49583351
711	30.46731609
712	30.41767753
713	30.38547646
714	30.34900885
715	30.3115752
716	30.27198452
717	30.25349697
718	30.22410501
719	30.21555505
720	30.1899177
721	30.15957483
722	30.12778903
723	30.09457727
724	30.06118674
725	30.0389811
726	30.00660902
727	29.96171576
728	29.93142892
729	29.9036156
730	29.88446339
731	29.85306527
732	29.83521636
733	29.80398181
734	29.78393265
735	29.7713667
736	29.73633401
737	29.70916726
738	29.67557576
739	29.63562313
740	29.60499767
741	29.59117154
742	29.55333827
743	29.53381479
744	29.50558574
745	29.48485028
746	29.44973534
747	29.40773584
748	29.39342363
749	29.3643267
750	29.34400308
751	29.33224464
752	29.30371556
753	29.26634556
754	29.24281615
755	29.22066094
756	29.20110317
757	29.17388125
758	29.14875261
759	29.12003751
760	29.08317065
761	29.06130846
762	29.03770146
763	29.01417952
764	28.99515614
765	28.95019769
766	28.92782506
767	28.88996547
768	28.87323585
769	28.85074214
770	28.82029833
771	28.78635073
772	28.75114322
773	28.7389348
774	28.70647634
775	28.68104348
776	28.65669288
777	28.6285886
778	28.59658469
779	28.57708624
780	28.55383961
781	28.5261494
782	28.49738589
783	28.46822632
784	28.44532665
785	28.42420585
786	28.38327771
787	28.35675886
788	28.33431334
789	28.3084743
790	28.28229111
791	28.23787792
792	28.22964858
793	28.20461178
794	28.17169268
795	28.13670127
796	28.08228759
797	28.05774609
798	28.01450288
799	27.97598433
800	27.95702347
801	27.90903754
802	27.87962292
803	27.85440985
804	27.83020934
805	27.78573634
806	27.75753509
807	27.71796444
808	27.690014
809	27.66422802
810	27.63838103
811	27.60403567
812	27.57935088
813	27.54863024
814	27.52911048
815	27.49556767
816	27.48943002
817	27.46573754
818	27.44556148
819	27.42056823
820	27.40118917
821	27.37545691
822	27.35055909
823	27.32526532
824	27.31479344
825	27.3014506
826	27.28041787
827	27.26647477
828	27.23491074
829	27.20775437
830	27.19715798
831	27.17577532
832	27.15701774
833	27.12632839
834	27.08533044
835	27.05789573
836	27.0400874
837	27.02444175
838	26.98748283
839	26.9602847
840	26.93974296
841	26.91053151
842	26.8803055
843	26.85437048
844	26.83530766
845	26.7939832
846	26.78863523
847	26.76908513
848	26.74923522
849	26.7156075
850	26.69210791
851	26.67180208
852	26.64195472
853	26.61667161
854	26.61211393
855	26.59094394
856	26.5620496
857	26.5397513
858	26.52581386
859	26.51416456
860	26.48836953
861	26.47086622
862	26.43182604
863	26.40559139
864	26.36462323
865	26.33347393
866	26.28833188
867	26.26460846
868	26.24118646
869	26.2206198
870	26.19423975
871	26.16971336
872	26.15582793
873	26.13636581
874	26.10278424
875	26.08202215
876	26.05783645
877	26.04226904
878	26.02865945
879	26.00151939
880	25.98640113
881	25.95438688
882	25.93294624
883	25.91145737
884	25.89603546
885	25.87635664
886	25.86235987
887	25.8506354
888	25.8269876
889	25.80182453
890	25.78711903
891	25.75932035
892	25.74207304
893	25.71993655
894	25.70528518
895	25.68629588
896	25.67404813
897	25.63490867
898	25.6181914
899	25.58587736
900	25.56395972
901	25.53679554
902	25.50795162
903	25.49848704
904	25.47891389
905	25.44923878
906	25.40759189
907	25.3897759
908	25.37553192
909	25.3560516
910	25.32901992
911	25.30496356
912	25.26526976
913	25.25100174
914	25.21985782
915	25.19679538
916	25.17510287
917	25.14523116
918	25.1186278
919	25.1036425
920	25.06770375
921	25.04878439
922	25.02698957
923	25.00178322
924	24.99333358
925	24.96891144
926	24.9418592
927	24.91261027
928	24.89706923
929	24.88721159
930	24.87503282
931	24.83730052
932	24.8087004
933	24.78542205
934	24.77003515
935	24.75691727
936	24.73333521
937	24.70374369
938	24.6833892
939	24.66192783
940	24.64944991
941	24.62986451
942	24.59749862
943	24.58332239
944	24.5475288
945	24.53178428
946	24.50791939
947	24.49133135
948	24.46515729
949	24.43286374
950	24.41740481
951	24.40341625
952	24.3836621
953	24.36856414
954	24.35659292
955	24.33707606
956	24.3214527
957	24.30327397
958	24.27460441
959	24.25108133
960	24.22359662
961	24.20956852
962	24.1853586
963	24.17393136
964	24.14856206
965	24.13059079
966	24.11304048
967	24.08235337
968	24.04370815
969	24.01882626
970	23.98729019
971	23.95945588
972	23.92719691
973	23.90362237
974	23.88393927
975	23.87679977
976	23.85975063
977	23.83942776
978	23.82889924
979	23.8203191
980	23.81202305
981	23.79521743
982	23.76967828
983	23.75109486
984	23.73491732
985	23.71685585
986	23.700426
987	23.68674237
988	23.66709946
989	23.64106121
990	23.61151753
991	23.58947042
992	23.56045849
993	23.54038307
994	23.52216722
995	23.4956106
996	23.46665178
997	23.45544325
998	23.42826333
999	23.41212353
